0,label,score,Datetime,Text,Username,Hashtag
"{'label': 'Negative', 'score': 0.6012278199195862}",Negative,0.6012278199195862,2022-06-10 16:40:41+00:00,"@wsmartin218 Broken Promises: How Trump Betrayed the Autoworkers of Youngstown, Ohio #OHSen #TimRyan  https://t.co/cr3sjfTr3b",Michelle_IC,TimRyan
"{'label': 'Neutral', 'score': 0.9114687442779541}",Neutral,0.9114687442779541,2022-06-10 17:11:13+00:00,#JDVance #PeterTheil https://t.co/ecFVwdW6xU,realBollWeevil,JDVance
"{'label': 'Neutral', 'score': 0.589793860912323}",Neutral,0.589793860912323,2022-06-10 17:53:05+00:00,"Campaign watchdogs sue #JDVance campaign, super PAC over alleged covert website scheme https://t.co/RBz98ImSbw",Loco_GRoots,JDVance
"{'label': 'Neutral', 'score': 0.7976986169815063}",Neutral,0.7976986169815063,2022-06-10 22:48:04+00:00,@CyndiLiming Most Parks Close at Sundown. #JDVance https://t.co/q46qzxcMfj,mzw007,JDVance
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-11 10:57:27+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Neutral', 'score': 0.6130918860435486}",Neutral,0.6130918860435486,2022-06-11 14:34:34+00:00,"Pls support  @TimRyan bc #democracymatters save
 #Ohio &amp; America 💙!
 🚨 Complaint re: 
#Senate (R) candidate 
#JDVance ,who illegally coordinated w/a super #PAC funded by Peter Thiel,cofounder of #PayPal &amp; Vance's biggest fan 🚨https://t.co/t52Zzp6sl8",Gwtw121,JDVance
"{'label': 'Negative', 'score': 0.6070698499679565}",Negative,0.6070698499679565,2022-06-11 16:18:15+00:00,"#TimRyan. A Democrat you can trust...to be a #Democrat. Haven't we had enough of this party?

https://t.co/QCh6YO3EyZ",jmichaelhawk,TimRyan
"{'label': 'Positive', 'score': 0.9088255763053894}",Positive,0.9088255763053894,2022-06-11 18:14:22+00:00,@TimRyan My family are all from Massillon -5 generations- and I will always donate to you Tim! #VoteDem #TimRyan #Ohio #DefendtheSenate 🇺🇸,paula_mceneaney,TimRyan
"{'label': 'Neutral', 'score': 0.5152922868728638}",Neutral,0.5152922868728638,2022-06-12 01:28:49+00:00,@watkeen @TimRyan YES 🌊 #TimRyan,MilOnYourMind,TimRyan
"{'label': 'Neutral', 'score': 0.842499315738678}",Neutral,0.842499315738678,2022-06-12 03:43:14+00:00,"#VoteBlue2022 
#JohnFetterman - #Pennsylvania #PA 
#TimRyan - #Ohio #OH 
#ValDemings - #Florida #FL 
#BlueSenate #BlueTsunami - Vote in numbers too big for any GOP #ElectionSubversion to argue with! https://t.co/Eot8gTMdQ9",LCChatter,TimRyan
"{'label': 'Neutral', 'score': 0.9266679883003235}",Neutral,0.9266679883003235,2022-06-12 06:49:25+00:00,#TimRyan Urges President #Biden to Keep #Tariffs for #China in Place: https://t.co/2cCNsc5QEI,FocusWashington,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-12 11:43:50+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Positive', 'score': 0.9826667308807373}",Positive,0.9826667308807373,2022-06-12 23:04:10+00:00,@watkeen @TimRyan 3 mile walk! Impressive Miss Watson😊❤💜💙 #TimRyan https://t.co/q355uwW8Y8,BlueWave22_24,TimRyan
"{'label': 'Neutral', 'score': 0.8823044300079346}",Neutral,0.8823044300079346,2022-06-13 11:30:50+00:00,"According to ProPublica and FiveThirtyEight, @TimRyan has voted with both Biden and Pelosi 100% of the time.
#TimRyan #OHSen #OhioPolitics #Ohio
https://t.co/ovFB5bawut",OHDemWatchdog,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-13 12:12:13+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.8489225506782532}",Negative,0.8489225506782532,2022-06-13 18:01:39+00:00,"@haterofhate62 @Teresachr44 @Angry_Staffer #MAGAtsBeMadNow
#Ohio will turn on #JDVance",Gail16248770,JDVance
"{'label': 'Neutral', 'score': 0.7527732253074646}",Neutral,0.7527732253074646,2022-06-13 19:40:24+00:00,#TimRyan #RyanForOhio #Ryan4Senate #VoteOhio #TimRyan4Ohio https://t.co/bimhKnmm2Q,TweeterDumb4,TimRyan
"{'label': 'Negative', 'score': 0.6639540791511536}",Negative,0.6639540791511536,2022-06-13 21:13:33+00:00,"@American_Bridge @CMargaronis @JDVance1 Ohio: You are better than J. D. Vance. You can do better than this. Vote #TimRyan.  https://t.co/65IsLR3hL3 It's bad enough that y'all don't fire #DoNothingGymJordan  - who's always pitching fits, doing nothing for y'all, &amp; living off taxpayers. Do NOT add Vance to your roster.",vanmey2000,TimRyan
"{'label': 'Neutral', 'score': 0.8243086338043213}",Neutral,0.8243086338043213,2022-06-13 21:39:35+00:00,"20 Jan 2022~ ""Hangout w. Hillary""

Democratic Senate candidate #TimRyan is hosting a fundraiser with...Hillary Clinton later this month.... it costs up to $20,800 to attend the event – even though it’s being held virtually, not in-person.
https://t.co/ujPUXyHKvw https://t.co/Ye0AeK9N9I",VRWCTexan,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-14 10:55:36+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Positive', 'score': 0.6454624533653259}",Positive,0.6454624533653259,2022-06-14 17:17:07+00:00,"@KevinSixx13 We MUST vote FOR #TIMRYAN! 
PLEASE DONATE!",DebiElliemay,TimRyan
"{'label': 'Neutral', 'score': 0.6960629224777222}",Neutral,0.6960629224777222,2022-06-14 18:54:12+00:00,"ELECT #TimRYAN
for 
SENATE!

FLIP #OHIO BLUE!

SAVE DEMOCRACY!
https://t.co/ZnWAzNU7hM",redhed67,TimRyan
"{'label': 'Positive', 'score': 0.615212082862854}",Positive,0.615212082862854,2022-06-14 20:42:52+00:00,Join the team to elect Democrat #TimRyan! #Ohio. Help him win please and thanks as #JDVance not an option. https://t.co/1h6szC53jZ,realtalktruthD,JDVance
"{'label': 'Positive', 'score': 0.615212082862854}",Positive,0.615212082862854,2022-06-14 20:42:52+00:00,Join the team to elect Democrat #TimRyan! #Ohio. Help him win please and thanks as #JDVance not an option. https://t.co/1h6szC53jZ,realtalktruthD,TimRyan
"{'label': 'Neutral', 'score': 0.8136340975761414}",Neutral,0.8136340975761414,2022-06-14 22:29:11+00:00,Weird that there were 2 copies of #JDVance s Hillbilly book at the University Heights #Goodwill yesterday. I took the liberty of placing them side by side. https://t.co/vRZg0LWw9w,clevelandwest,JDVance
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-15 11:31:26+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Neutral', 'score': 0.8576400279998779}",Neutral,0.8576400279998779,2022-06-15 14:11:40+00:00,"A mole hunt, a secret website and Peter Thiel's big risk: How #JDVance won his primary https://t.co/88qVUBehsc",itsstevenhudson,JDVance
"{'label': 'Negative', 'score': 0.8550063371658325}",Negative,0.8550063371658325,2022-06-15 16:50:15+00:00,"J.D. Vance has placed himself on the continuum of extremism with his reckless words: Marc Springer https://t.co/NcBqK66Whl

Typical leftwing crap printed in a leftwing propaganda purveyor!

#JDVance #PlainDealer",hcaito46,JDVance
"{'label': 'Negative', 'score': 0.6218611598014832}",Negative,0.6218611598014832,2022-06-15 18:05:14+00:00,"How weirdo #Woke is #TimRyan ??

#Ohio #Buckeyes #Cincinnati #Cleveland #Xenia #Dayton #Columbus #akron #Toledo https://t.co/Bdvn8SknWV",loveUSAMAGA,TimRyan
"{'label': 'Neutral', 'score': 0.9087923765182495}",Neutral,0.9087923765182495,2022-06-15 18:11:12+00:00,#TimRyan https://t.co/SJ4undCESV,1234renodog,TimRyan
"{'label': 'Negative', 'score': 0.8526724576950073}",Negative,0.8526724576950073,2022-06-15 19:31:48+00:00,#TimRyan is a RINO! https://t.co/cBfAKFxJku,albertobmas,TimRyan
"{'label': 'Negative', 'score': 0.6749234199523926}",Negative,0.6749234199523926,2022-06-15 20:05:47+00:00,"So now Tim Ryan is doing ads where he's said he voted against Obama's trade deal but voted with Trump on trade. I get it Tim, Ohio unfortunately is becoming an increasingly red state, but by solely going after White voters, you are increasingly losing Ohio Black voters. #TimRyan",kevinlockett,TimRyan
"{'label': 'Neutral', 'score': 0.816942572593689}",Neutral,0.816942572593689,2022-06-15 22:54:28+00:00,#TimRyan for US Senator Ohio #VoteBlueToSaveDemocracy https://t.co/wXpMAI8K1n,Kim__Washington,TimRyan
"{'label': 'Neutral', 'score': 0.7133463025093079}",Neutral,0.7133463025093079,2022-06-16 01:22:24+00:00,"@TimRyan Hi Tim. Let me help you now. 👇

J.D. Vance also supports the racist Great Replacement Theory which motivated the Buffalo shooter. #Ohio #JDVance @OHDems
https://t.co/DPogGXuhle",BernieWong14,JDVance
"{'label': 'Neutral', 'score': 0.8997829556465149}",Neutral,0.8997829556465149,2022-06-16 01:57:31+00:00,#TimRyan https://t.co/FhHWXuU2Y1,Christi92965066,TimRyan
"{'label': 'Negative', 'score': 0.8892162442207336}",Negative,0.8892162442207336,2022-06-16 02:23:09+00:00,"@henryrodgersdc @TimRyan His father doesn't like him, seriously. Used to work with him, many years ago. Go #jdvance #Ohio",kittyka07157551,JDVance
"{'label': 'Negative', 'score': 0.8977289199829102}",Negative,0.8977289199829102,2022-06-16 03:18:15+00:00,"@TimRyan #OHIO, seriously? JD ""Trump is a Nazi"" Vance? 

Man is a complete fraud. He wrote a BS book trashing this end of the country, then moves west to make his fortune, then comes back with a billionaire funding his campaign and pretend he's just like you.

Don't be fooled by #JDVance",WriterJCYoung,JDVance
"{'label': 'Negative', 'score': 0.841740071773529}",Negative,0.841740071773529,2022-06-16 05:28:47+00:00,@TimRyan @MongeIsain Polls mean crap.. everyone needs to VOTE! #VoteBlueIn2022 #timRyan,bos_4u,TimRyan
"{'label': 'Neutral', 'score': 0.9271020889282227}",Neutral,0.9271020889282227,2022-06-16 10:00:03+00:00,#Ohio #senate #timryan #Midterms2022 #MidTerms https://t.co/NU1f7ZUJJv,erikbexp,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-16 11:19:19+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.708213210105896}",Negative,0.708213210105896,2022-06-16 11:39:32+00:00,"🅾️ #Ohio vote for YOUR interests not a tyrannical authoritarian who flip flops and wants to demolish #SocialSecurity and #Medicare 😖
#Vote for #democracy #TimRyan
🌊🌊🌊🌊💙💙💙 https://t.co/yyviwoRorn",GoodNews_Please,TimRyan
"{'label': 'Negative', 'score': 0.8507026433944702}",Negative,0.8507026433944702,2022-06-16 17:21:56+00:00,#TimRyan is a traitor… https://t.co/2lAN3SEvJf,albertobmas,TimRyan
"{'label': 'Negative', 'score': 0.8471090197563171}",Negative,0.8471090197563171,2022-06-16 20:11:03+00:00,"😡😡😡#TimRyan FLASHBACK: Ohio Senate Candidate Tim Ryan Said He Believes ‘The Current Criminal Justice System Is Racist’, Called It ‘New Jim Crow’ | The Daily Caller https://t.co/uS1an6Wz2l",GrisaillePaint,TimRyan
"{'label': 'Neutral', 'score': 0.8316197991371155}",Neutral,0.8316197991371155,2022-06-16 20:44:16+00:00,"@JDVance1 @TimRyan #VoteBlueToSaveDemocracy 
#VoteBlueToSaveOurKids 
#VoteBlueToProtectWomen 
#TimRyan",Patrici15147104,TimRyan
"{'label': 'Positive', 'score': 0.7370708584785461}",Positive,0.7370708584785461,2022-06-16 20:45:33+00:00,@jeannine_bartel @JDVance1 @TimRyan #ForTheWin: #TimRyan https://t.co/4JdIIRuNmF,ProgressiveOhi1,TimRyan
"{'label': 'Negative', 'score': 0.7567234635353088}",Negative,0.7567234635353088,2022-06-16 21:52:48+00:00,"If you’re able to donate, please do. This man is running against JD Vance. If Vance makes it to the Senate he’ll be pushing White Supremacist policies &amp; fascist rhetoric that will endanger the lives of minorities. #TimRyan #VoteBlueToSaveDemocracy https://t.co/HfBnVZLaBO",Windhorse_1,TimRyan
"{'label': 'Neutral', 'score': 0.8024159669876099}",Neutral,0.8024159669876099,2022-06-16 22:23:53+00:00,"Protect Our Voice!
Re-elect 
#TimRyan #MarkKelly 
#HoldTheLine 
#KeepOurMajorities https://t.co/6gltJJxnhf",LongAsUCan2,TimRyan
"{'label': 'Positive', 'score': 0.7975809574127197}",Positive,0.7975809574127197,2022-06-16 23:34:15+00:00,"PLEASE DONATE!!

SUPPORT 
#TimRyan for
SENATE!

WE CAN &amp; MUST 
FLIP #OHIO BLUE!! https://t.co/8mTFhXdn8N",CissyBGood67,TimRyan
"{'label': 'Neutral', 'score': 0.9269514083862305}",Neutral,0.9269514083862305,2022-06-17 01:48:37+00:00,@RojoRurba002 @nancy_westberg #TimRyan,jrob_quinn,TimRyan
"{'label': 'Neutral', 'score': 0.4859486520290375}",Neutral,0.4859486520290375,2022-06-17 02:21:40+00:00,"JD Vance simply cannot get this win.  Support Tim Ryan.
Vote for #TimRyan 
It matters a great deal #Ohio https://t.co/H69dGEmZdf",Lauriedarln,TimRyan
"{'label': 'Neutral', 'score': 0.8100007772445679}",Neutral,0.8100007772445679,2022-06-17 03:07:09+00:00,#VoteBlue #OHIO #TimRyan #VoteBlueIn2022 https://t.co/0mIRabGxtX,bobcatt333,TimRyan
"{'label': 'Neutral', 'score': 0.5943332314491272}",Neutral,0.5943332314491272,2022-06-17 03:19:45+00:00,@ProudAFAmerican @LongTimeHistory #TimRyan,JoChiaradia,TimRyan
"{'label': 'Neutral', 'score': 0.9381012320518494}",Neutral,0.9381012320518494,2022-06-17 05:50:27+00:00,#Elections #TimRyan #Ohio #OH #Candidates #Campaigns #Fundraising #Voting #Donations #Senate https://t.co/rcqrpwBz72,realpestilence,TimRyan
"{'label': 'Neutral', 'score': 0.8544696569442749}",Neutral,0.8544696569442749,2022-06-17 07:18:22+00:00,VOTE #TimRyan #Ohio https://t.co/pbOQZ5BuMv,jwkwcom,TimRyan
"{'label': 'Negative', 'score': 0.8506700396537781}",Negative,0.8506700396537781,2022-06-17 09:59:56+00:00,#TimRyan Doesn’t answer to no one Well your a pretty big deal then You and #JoeManchin Think your going to change our party Telling us what the plan is I have discarded many a people Who say I agree with Trump You don’t even know what his plan was But your with it Go independent https://t.co/cvUjGyvMp3,MonagonJames,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-17 11:20:15+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.9215799570083618}",Negative,0.9215799570083618,2022-06-17 11:41:21+00:00,"#TimRyan...running  for #Senate to represent #Ohio is a fake, phony &amp; fraud. 
#JDVance...where the heck are you?",Doc_JJK,JDVance
"{'label': 'Negative', 'score': 0.9215799570083618}",Negative,0.9215799570083618,2022-06-17 11:41:21+00:00,"#TimRyan...running  for #Senate to represent #Ohio is a fake, phony &amp; fraud. 
#JDVance...where the heck are you?",Doc_JJK,TimRyan
"{'label': 'Neutral', 'score': 0.5414384603500366}",Neutral,0.5414384603500366,2022-06-17 12:00:09+00:00,Lets not forget that RINO Republicans helped fuel this inflation and raging gasoline prices. Among the ten or fewer. Ohio Senator Rob Portman who conveniently is not running again. #JDVance is the Trump pick to replace him in January. #RobPortman was praised by #JoeBiden.,jmichaelhawk,JDVance
"{'label': 'Negative', 'score': 0.7436391711235046}",Negative,0.7436391711235046,2022-06-17 13:22:27+00:00,"#News: Ohio Senate Candidate #TimRyan Said He Believes ‘The Current Criminal Justice System Is Racist’, Called It The ‘New Jim Crow’ https://t.co/oyoP4IFdHL",NewsToter,TimRyan
"{'label': 'Negative', 'score': 0.8787804841995239}",Negative,0.8787804841995239,2022-06-17 13:46:25+00:00,#BigLieBigRipOff #ClearAndPresentDanger @tedcruz @ChuckGrassley @SenJohnKennedy @MarcoRubio @senmikeLee #JDVance #VoteBlueToSaveDemocracy https://t.co/09ndPj16lg,deborahkemp3,JDVance
"{'label': 'Neutral', 'score': 0.5520820617675781}",Neutral,0.5520820617675781,2022-06-17 13:49:13+00:00,Join the team to elect Democrat Tim Ryan! https://t.co/3GVq5OzW2Z  Can you donate $5? #TimRyan,iamLucretiaMott,TimRyan
"{'label': 'Neutral', 'score': 0.7654296159744263}",Neutral,0.7654296159744263,2022-06-17 17:34:16+00:00,#TimRyan #VoteBlueToSaveDemocracy https://t.co/TdpXkrjolk,fibromyalgiaAmy,TimRyan
"{'label': 'Negative', 'score': 0.5571130514144897}",Negative,0.5571130514144897,2022-06-18 11:01:02+00:00,"Mr. Trump is unfit for our nation's highest office.

 - J. D. Vance

#JDVance #Vance #qutoe #qutoes #quotesgg
https://t.co/oJkfkM6R9V",QuotesXgg,JDVance
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-18 11:53:22+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Neutral', 'score': 0.7686941027641296}",Neutral,0.7686941027641296,2022-06-18 22:03:57+00:00,"Donate $5 $10 or $15 today to elect #TimRyan!

#VoteBlueIn2022 https://t.co/q8uffvc0u0",JustMeJanis,TimRyan
"{'label': 'Neutral', 'score': 0.7491121888160706}",Neutral,0.7491121888160706,2022-06-19 01:29:51+00:00,J.D. Vance and Peter Thiel Accused of ‘Secret Website’ Shenanigans #PeterThiel #JDVance  https://t.co/RKdnkuwj7L,winewatcher,JDVance
"{'label': 'Neutral', 'score': 0.7142264246940613}",Neutral,0.7142264246940613,2022-06-19 02:26:07+00:00,@TimRyan @AliAdair22 Money doesn't vote.  Registered voters do.  #TimRyan,von67trumpet,TimRyan
"{'label': 'Negative', 'score': 0.8806834816932678}",Negative,0.8806834816932678,2022-06-19 04:47:11+00:00,"""Instead of a truth-teller in his own community, [J. D.] Vance as a candidate has become a contemptible and cringe-inducing clown,"" @RadioFreeTom writes: https://t.co/1tRhAWoWmE #JDVance",moralesmanny,JDVance
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-19 11:03:35+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Positive', 'score': 0.6743199229240417}",Positive,0.6743199229240417,2022-06-19 12:41:24+00:00,"Let’s go, #TimRyan https://t.co/7gCa4b8JD7",BeauSchluep,TimRyan
"{'label': 'Negative', 'score': 0.5831362009048462}",Negative,0.5831362009048462,2022-06-19 20:38:03+00:00,"Since March 2021, #PeterThiel has pumped more than $20 million into 16 political campaigns aligned with #Trump &amp; #antiwoke business ventures including #Ohio race for #JDVance by attacking #BigTech &amp; #socialmedia censorship &amp; we are worried about #Soros?   https://t.co/WcUjDVArgd",mclozano1111,JDVance
"{'label': 'Neutral', 'score': 0.9295184016227722}",Neutral,0.9295184016227722,2022-06-20 01:00:00+00:00,#TimRyan #OhioSenateRace #Midterms #2022Elections https://t.co/AAflpYlHGP,pml_1025,TimRyan
"{'label': 'Negative', 'score': 0.7343343496322632}",Negative,0.7343343496322632,2022-06-20 08:27:15+00:00,"Hey Ohio, 
J.D. Vance, who is the Republican candidate for Senate, supports the racist Great Replacement Theory.  Just like these Tennessee racists. (See following Tweet for Vance video.) ... 1/2 #Ohio @TimRyan #TimRyan https://t.co/dSzIbrY8EO",BernieWong14,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-20 11:40:04+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Neutral', 'score': 0.8331795930862427}",Neutral,0.8331795930862427,2022-06-20 20:50:14+00:00,‘He’s Going into a House with a Gun’: Fox News’ #MarthaMacCallum Presses #JDVance on Greitens’ ‘RINO-Hunting’ Ad https://t.co/GfG4Cln3Tf https://t.co/H5UIoUORla,Knewz_Currently,JDVance
"{'label': 'Negative', 'score': 0.886382520198822}",Negative,0.886382520198822,2022-06-20 21:10:52+00:00,"#JDVance no longer a hillbilly, now a man that won't answer a question about abortion. #MarthaMcCallum didn't want to press him. WTF Martha!!!",AuroraOdalieFox,JDVance
"{'label': 'Neutral', 'score': 0.7210335731506348}",Neutral,0.7210335731506348,2022-06-20 21:31:38+00:00,#JDVance where do you stand on abortion for victims of rape and or incest? Should there be long sentences for rapists and pedophile relatives? #MarthaMcCallum please ask him! Thanks.,AuroraOdalieFox,JDVance
"{'label': 'Neutral', 'score': 0.7171158194541931}",Neutral,0.7171158194541931,2022-06-21 00:37:22+00:00,@AaronParnas @joncoopertweets Ohio's seat as well #TimRyan,MarTheResister,TimRyan
"{'label': 'Neutral', 'score': 0.6481813788414001}",Neutral,0.6481813788414001,2022-06-21 01:21:09+00:00,"FLIP #OHIO BLUE!

ELECT 
#TimRYAN
For 
SENATE!

SAVE DEMOCRACY!
https://t.co/ZUb1NfiWJi",redhed67,TimRyan
"{'label': 'Negative', 'score': 0.8802846074104309}",Negative,0.8802846074104309,2022-06-21 01:30:55+00:00,"#TimisaTool #DontVoteForTim #TimesupTim you know exactly what we're talking about! You disrespect women! #Tim is a disgrace!
Vote for JD Vance #JDVance #Vance #DraintheSwamp #OHSEN #Vance4Ohio #Women4Vance https://t.co/ytJde3IQ33",sheena0620,JDVance
"{'label': 'Neutral', 'score': 0.8958454132080078}",Neutral,0.8958454132080078,2022-06-21 01:37:25+00:00,#TimRyan #Ohio #OhioDems4Congress https://t.co/g6FpIA3p3b,KrahenHexe,TimRyan
"{'label': 'Positive', 'score': 0.5882660746574402}",Positive,0.5882660746574402,2022-06-21 04:37:20+00:00,"💙
✌️ Louder for #TimRyan #OH https://t.co/lC1qwFF4oV",ShigeyoK,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-21 11:12:26+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.7686341404914856}",Negative,0.7686341404914856,2022-06-21 12:29:14+00:00,#TimRyan As a registered #Democrat I will not vote for this one Let him be independent I usually vote straight up for everyone Democrat No more Not with talk like this,MonagonJames,TimRyan
"{'label': 'Neutral', 'score': 0.5392656922340393}",Neutral,0.5392656922340393,2022-06-21 21:02:03+00:00,"As an Ohioan, @TimRyan for senate!    #Timryan #Ohio #Senate #Timryanforohio https://t.co/AOvWfybU2P",Elip20081234,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-22 10:32:52+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.6530557870864868}",Negative,0.6530557870864868,2022-06-22 11:10:27+00:00,@charliekirk11 Ohio can't wait for Rob Portman to be gone!!! #jdvance,lesmithry73,JDVance
"{'label': 'Negative', 'score': 0.762456476688385}",Negative,0.762456476688385,2022-06-22 14:45:01+00:00,"@JDVancePress Tim Ryan is falsely portraying himself as a democrat Trump to trick Ohio voters. Not gonna work. 
#JDVnce #TimRyan #Ohio",stephenleary,TimRyan
"{'label': 'Negative', 'score': 0.9061693549156189}",Negative,0.9061693549156189,2022-06-22 21:41:57+00:00,"If you fall for any ads by that fake, phony &amp; fraud...#TimRyan...You've been conned.",Doc_JJK,TimRyan
"{'label': 'Neutral', 'score': 0.9555264711380005}",Neutral,0.9555264711380005,2022-06-22 21:42:26+00:00,Anyone seen #JDVance recently?,Doc_JJK,JDVance
"{'label': 'Negative', 'score': 0.5022897124290466}",Negative,0.5022897124290466,2022-06-22 21:46:14+00:00,@BadrobotLinda @TimRyan @TimRyan is doing great things for #Ohio ! #JDVance is #TrumpScum,momsresistnow,JDVance
"{'label': 'Neutral', 'score': 0.9172364473342896}",Neutral,0.9172364473342896,2022-06-22 21:48:24+00:00,@marla_vous #Ohio #timryan,FussMerle,TimRyan
"{'label': 'Neutral', 'score': 0.7508799433708191}",Neutral,0.7508799433708191,2022-06-22 23:31:03+00:00,"ELECT 
#TimRYAN
for 
SENATE!

FLIP #OH BLUE!! https://t.co/YdLBSgGASW",redhed67,TimRyan
"{'label': 'Neutral', 'score': 0.8445445895195007}",Neutral,0.8445445895195007,2022-06-23 01:13:46+00:00,#ohio #jdvance @DispatchAlerts @clevelanddotcom @Enquirer @ohiogop https://t.co/1ccSSwXm88,calvinkholsclaw,JDVance
"{'label': 'Neutral', 'score': 0.7987304925918579}",Neutral,0.7987304925918579,2022-06-23 04:25:01+00:00,"ELECT 
#TimRYAN
for
SENATE!

FLIP #OHIO BLUE! https://t.co/dH1c3zhWSE",redhed67,TimRyan
"{'label': 'Negative', 'score': 0.7634674906730652}",Negative,0.7634674906730652,2022-06-23 10:47:06+00:00,"Don't believe a word that's coming out of the mouth of #TimRyan...he backed #Biden in everything including attacking #police.
Regarding #JDVance...nice to see you. Where you been hiding?
#Ohio
#OhioSenate https://t.co/Ke4UdUYSVg",Headlines4You,JDVance
"{'label': 'Negative', 'score': 0.7634674906730652}",Negative,0.7634674906730652,2022-06-23 10:47:06+00:00,"Don't believe a word that's coming out of the mouth of #TimRyan...he backed #Biden in everything including attacking #police.
Regarding #JDVance...nice to see you. Where you been hiding?
#Ohio
#OhioSenate https://t.co/Ke4UdUYSVg",Headlines4You,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-23 10:54:52+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Neutral', 'score': 0.8925520181655884}",Neutral,0.8925520181655884,2022-06-23 17:09:59+00:00,"#JDVance siegt in #Ohio-Vorwahl: #Trump's Rechnung ist aufgegangen 
Größter Spender #PeterThiel
https://t.co/CSDI4xva4W #fplus",Clauduella_ella,JDVance
